Player,Weight (kg),Height (cm),Birthday,Year Turned Pro,Right-Left-Handed,Two-One-Backhanded,Matches,Wins,Losses,Winning Ratio,Ace (%),Double Fault (%),1st Serve In (%),1st Serve Win (%),2nd Serve Win (%),Total Points Win (%),Return Points Win (%),Dominant Rate
Sami Reinwein,75.0,180.0,1992-05-29,,0,1,357,164,193,0.45938375350140054,11.057142857142857,5.723809523809524,57.223809523809535,75.20476190476191,48.614285714285714,48.766666666666666,34.333333333333336,1.2823809523809524
Daniel Nguyen,73.0,173.0,1990-10-16,2013,1,1,357,209,148,0.5854341736694678,4.057792207792207,6.40844155844156,57.58181818181819,66.53116883116886,47.469480519480534,49.22727272727274,40.02402597402595,1.0262337662337668
Daniel Yoo,77.0,180.0,1985-09-25,,0,1,354,162,192,0.4576271186440678,4.1475,4.8925,59.915000000000006,60.90249999999999,48.1775,45.7675,35.3225,0.8622500000000001
Arnaud Di Pasquale,80.0,185.0,1979-02-11,1998,1,0,352,172,180,0.48863636363636365,3.175000000000001,4.97625,62.924375,64.97124999999998,48.315625000000004,49.21375,39.100624999999994,1.0233124999999998
Toni Androic,73.0,168.0,1991-12-28,2010,1,1,342,219,123,0.6403508771929824,5.21060606060606,3.989393939393939,53.47424242424243,66.48484848484847,46.56212121212122,46.56060606060604,35.17575757575758,0.8554411764705881
Louis Tessa,68.0,183.0,1998-04-06,,1,1,176,73,103,0.4147727272727273,0.6000000000000001,1.677777777777778,71.6888888888889,58.455555555555556,43.22222222222222,45.81111111111111,36.75555555555556,0.8211111111111111
Maksim Tikhomirov,78.0,185.0,1990-07-10,,1,1,176,64,112,0.36363636363636365,2.1,5.3,63.2,58.3,45.7,46.6,38.6,0.83
Guillaume Rufin,82.0,188.0,1990-05-26,2008,1,1,349,212,137,0.6074498567335244,7.2074418604651145,4.449302325581395,55.11813953488372,71.62232558139536,52.42232558139537,51.546511627907,40.34883720930232,1.1813953488372093
Guillermo Duran,82.0,178.0,1988-06-06,2009,1,1,346,179,167,0.5173410404624278,4.006578947368421,5.678947368421054,60.25,64.46842105263158,45.62499999999998,47.40394736842105,37.61710526315789,0.9872368421052634
Aryan Goveas,81.0,188.0,1998-07-09,,1,1,172,63,109,0.36627906976744184,9.9375,4.75,53.875,73.31249999999999,52.1625,47.262499999999996,31.5875,0.9075000000000001
Jose Olivares,86.0,163.0,1997-01-08,,1,1,171,80,91,0.4678362573099415,7.342105263157895,3.9947368421052634,60.647368421052626,70.30526315789473,47.05789473684211,46.78421052631579,32.54736842105263,0.8921052631578945
Miki Jankovic,75.0,180.0,1994-09-26,,1,1,340,203,137,0.5970588235294118,6.4772727272727275,2.4386363636363635,61.963636363636354,69.82045454545454,49.26818181818181,48.97954545454545,35.54090909090908,1.020681818181818
Bogdan Borza,88.0,185.0,1997-04-05,,0,1,171,68,103,0.39766081871345027,3.2800000000000002,7.280000000000001,55.7,62.839999999999996,38.92,45.26,38.88,0.9380000000000001
Albert Alcaraz Ivorra,85.0,191.0,1995-05-15,,1,1,340,196,144,0.5764705882352941,4.011111111111111,3.9444444444444446,64.27777777777777,61.93333333333333,49.32222222222222,48.24444444444444,39.388888888888886,1.0455555555555553
Carlos Eduardo Severino,76.0,183.0,1990-12-05,,1,1,337,165,172,0.4896142433234421,3.3931034482758613,4.627586206896552,53.758620689655174,65.94137931034481,46.03448275862068,46.99310344827586,36.51379310344827,0.8948275862068966
Mikalai Haliak,75.0,183.0,1998-08-14,,1,1,183,65,118,0.3551912568306011,2.441666666666667,5.3500000000000005,57.991666666666674,60.11666666666667,39.81666666666666,43.85,36.016666666666666,0.8091666666666667
Niki Kaliyanda Poonacha,85.0,188.0,1995-04-27,,1,1,188,82,106,0.43617021276595747,7.7142857142857135,5.242857142857142,63.728571428571435,65.8,49.32857142857143,46.95714285714286,34.642857142857146,0.8685714285714287
Joshua Paris,85.0,188.0,1996-03-06,,1,0,175,64,111,0.3657142857142857,6.066666666666666,3.4000000000000004,63.51666666666667,69.64999999999999,42.233333333333334,46.78333333333333,33.06666666666666,0.8566666666666666
Jared Donaldson,75.0,188.0,1996-10-09,2014,1,1,330,185,145,0.5606060606060606,7.0808593749999975,4.599999999999997,52.44570312499999,73.94843750000001,52.213281249999994,50.34296875000002,37.537500000000016,1.1276171875
Ivan Davydov,85.0,188.0,1996-10-18,,1,1,168,69,99,0.4107142857142857,2.95,14.1,52.05,76.94999999999999,29.7,43.6,31.0,0.7
Marcelo Demoliner,87.0,191.0,1989-01-18,,1,0,335,190,145,0.5671641791044776,7.273255813953486,4.381395348837208,61.75930232558143,68.89883720930231,48.1093023255814,47.665116279069764,33.98953488372092,0.9920930232558142
Mao Xin Gong,73.0,178.0,1987-08-24,2006,1,1,335,175,160,0.5223880597014925,3.9475000000000007,5.17,61.04,64.66749999999999,46.25249999999999,46.4375,35.157500000000006,0.898375
Calin Manda,83.0,185.0,1998-04-03,,1,1,176,76,100,0.4318181818181818,2.2,4.425,67.975,64.75,42.925,44.25,27.525000000000002,0.7
Calum Puttergill,78.0,183.0,1993-10-22,,1,1,179,64,115,0.3575418994413408,3.1766666666666663,6.206666666666667,59.95,61.71666666666666,46.98333333333333,49.64666666666666,42.87,1.1263333333333336
Patrik Rikl,80.0,185.0,1999-01-06,,1,1,173,97,76,0.5606936416184971,4.890476190476191,4.238095238095238,61.59523809523811,65.8047619047619,48.60476190476191,48.547619047619044,37.57619047619047,1.024285714285714
Domagoj Biljesko,82.0,191.0,1997-06-28,,1,1,177,60,117,0.3389830508474576,4.5,7.6,58.425,63.05,38.599999999999994,41.475,26.275,0.5725
Victor Nunez,90.0,173.0,1991-05-25,,1,1,166,48,118,0.2891566265060241,1.8050000000000002,6.140000000000001,57.455000000000005,54.42999999999999,40.025,41.684999999999995,34.16000000000001,0.6859999999999997
Ryusei Makiguchi,78.0,175.0,1991-05-03,,1,1,329,139,190,0.42249240121580545,2.1285714285714286,4.3999999999999995,68.64285714285714,60.9,42.8,45.98571428571428,34.18571428571429,0.7871428571428571
Alexander Popp,90.0,198.0,1976-11-04,1997,1,1,325,190,135,0.5846153846153846,5.1495412844036705,5.840366972477065,62.22385321100918,68.66880733944959,48.565137614678875,48.85229357798164,36.724770642201825,1.0353211009174312
Mirko Martinez,70.0,175.0,1998-04-03,,1,1,181,75,106,0.4143646408839779,1.5444444444444445,5.300000000000001,68.88888888888889,57.37777777777777,44.111111111111114,46.044444444444444,38.833333333333336,1.0266666666666664
Rhyne Williams,84.0,185.0,1991-03-22,2011,1,1,327,179,148,0.5474006116207951,9.427215189873417,3.628481012658228,60.52658227848098,71.65253164556962,50.84620253164556,49.80063291139239,36.15569620253165,1.1116455696202534
Joachim Johansson,90.0,198.0,1982-07-01,2000,1,0,317,203,114,0.6403785488958991,18.744354838709683,5.68306451612903,61.76370967741935,79.74758064516129,53.13548387096775,50.53467741935486,31.879838709677433,1.1737096774193552
Samuel Bensoussan,68.0,170.0,1991-11-18,,1,1,325,171,154,0.5261538461538462,2.94,2.68,57.08,56.28000000000001,44.959999999999994,47.480000000000004,43.3,1.102
James Marsalek,83.0,185.0,1992-04-05,,1,1,324,151,173,0.4660493827160494,5.405263157894737,6.226315789473685,60.626315789473686,68.03157894736842,42.768421052631574,48.36842105263158,38.726315789473674,0.996842105263158
Karan Rastogi,66.0,178.0,1986-10-08,2003,1,1,325,188,137,0.5784615384615385,1.1812500000000001,5.556249999999999,66.025,58.45625,40.012499999999996,43.056250000000006,32.24375,0.7200000000000002
Jean Julien Rojer,84.0,185.0,1981-08-25,2003,1,1,315,202,113,0.6412698412698413,9.385714285714286,3.828571428571428,66.6,73.95714285714284,47.98571428571428,50.442857142857136,34.971428571428575,1.1400000000000001
Michael Redlicki,86.0,203.0,1993-11-16,,0,1,160,83,77,0.51875,7.505128205128203,3.7974358974358973,63.114102564102545,71.12692307692308,51.26282051282051,49.761538461538464,35.76794871794872,1.0805128205128203
Matthew Barton,85.0,191.0,1991-12-18,2009,1,1,307,170,137,0.5537459283387622,13.828888888888889,4.43777777777778,58.21851851851853,75.72444444444444,48.19851851851851,49.648888888888905,34.21185185185183,1.0405185185185186
Nicola Ghedin,74.0,175.0,1988-09-26,,1,1,312,137,175,0.4391025641025641,1.4374999999999998,2.2375000000000003,58.9,60.18750000000001,46.75,44.625,35.8875,0.8262500000000002
Eric Quigley,84.0,185.0,1989-01-30,2012,1,1,316,166,150,0.5253164556962026,8.12783505154639,4.851546391752576,56.0360824742268,72.47216494845362,50.44536082474226,49.95154639175258,36.97938144329896,1.0625773195876287
Andrew Whittington,82.0,188.0,1993-08-11,,1,1,301,165,136,0.5481727574750831,7.703333333333331,6.0875,60.46583333333333,70.65666666666668,48.24916666666669,49.147500000000015,36.35416666666667,1.0140833333333337
Constantin Bittoun Kouzmine,73.0,178.0,1999-01-04,2018,0,1,182,81,101,0.44505494505494503,1.8,2.3333333333333335,71.26666666666667,53.93333333333334,41.73333333333333,43.93333333333334,37.4,0.77
Gero Kretschmer,77.0,191.0,1985-05-06,2004,1,1,316,183,133,0.5791139240506329,6.438888888888888,9.294444444444444,56.355555555555554,69.20555555555555,49.783333333333346,47.76666666666667,35.67222222222222,0.9422222222222223
Leny Mitjana,75.0,183.0,1994-08-01,,1,1,159,92,67,0.5786163522012578,0.8,2.6,57.1,55.95,45.5,45.05,39.2,0.81
Michael Zhu,77.0,175.0,1992-08-12,,1,1,171,63,108,0.3684210526315789,1.69,4.619999999999999,59.8,57.3,44.589999999999996,45.040000000000006,36.589999999999996,0.788
Matteo Trevisan,80.0,183.0,1989-08-13,,1,1,314,173,141,0.5509554140127388,4.367415730337078,4.791011235955057,60.628089887640456,67.88764044943818,47.391011235955055,48.47415730337079,35.97415730337079,0.9717977528089885
John Paul Fruttero,79.0,185.0,1981-04-30,2003,1,0,308,147,161,0.4772727272727273,8.657142857142857,5.642857142857143,59.12857142857141,70.99285714285715,48.971428571428575,46.76428571428571,30.428571428571423,0.8221428571428573
Juan Sebastian Cabal,82.0,185.0,1986-04-25,2005,1,1,313,168,145,0.536741214057508,4.1611650485436895,3.7805825242718445,64.03300970873786,67.46407766990289,51.91262135922331,49.230097087378645,36.77378640776699,1.074757281553398
Gabriel Donev,70.0,180.0,1996-06-29,,1,1,169,75,94,0.4437869822485207,2.65,4.55,60.5,55.2,51.8,41.7,30.25,0.685
Remi Boutillier,75.0,188.0,1990-01-15,,1,0,309,205,104,0.6634304207119741,7.4969230769230775,3.6169230769230767,62.57692307692306,73.81692307692308,51.275384615384596,51.17384615384615,37.572307692307696,1.1956923076923074
Jonas Merckx,78.0,173.0,1993-10-04,,1,1,309,174,135,0.5631067961165048,4.266666666666667,9.3,52.86666666666667,66.10000000000001,42.53333333333333,49.4,42.96666666666666,0.9700000000000001
Andre Gaspar Murta,84.0,193.0,1994-08-08,,1,1,309,163,146,0.5275080906148867,1.942857142857143,5.257142857142858,61.0,62.52857142857142,44.214285714285715,49.642857142857146,44.228571428571435,1.0385714285714285
Florin Mergea,80.0,178.0,1985-01-26,2003,1,0,300,171,129,0.57,3.1684210526315786,5.352631578947368,65.84736842105262,66.12105263157896,50.147368421052626,48.17368421052632,35.51578947368421,1.0405263157894735
Romain Barbosa,80.0,183.0,1994-04-17,,1,1,305,166,139,0.5442622950819672,3.1,4.258333333333334,55.40416666666667,62.345833333333324,46.554166666666674,45.97916666666666,36.3125,0.8429166666666669
Franco Feitt,83.0,193.0,1992-09-03,,1,1,151,46,105,0.304635761589404,2.9,8.85,67.375,55.300000000000004,42.75,40.825,28.875,0.6275
Hong Chung,76.0,170.0,1993-05-16,,0,1,154,79,75,0.512987012987013,1.7551724137931033,3.958620689655172,60.97586206896553,63.365517241379315,51.01724137931033,48.00689655172413,36.23103448275862,0.9310344827586206
Aaron Addison,82.0,193.0,1995-11-12,,1,1,156,49,107,0.3141025641025641,7.96875,6.84375,52.86249999999999,69.34375000000001,46.24375,45.887499999999996,32.675,0.816875
Gerardo Lopez Villasenor,91.0,191.0,1995-05-12,2018,1,1,152,78,74,0.5131578947368421,4.571875,3.8593750000000004,62.70312499999999,67.525,48.318749999999994,47.45625000000001,34.3625,0.9453125
Dino Marcan,78.0,178.0,1991-02-12,2008,1,1,299,163,136,0.5451505016722408,1.9985915492957746,5.553521126760563,60.43943661971829,64.39718309859157,48.81714285714285,48.664788732394385,39.229577464788754,1.0300000000000002
Francisco Cabral,86.0,191.0,1997-01-08,,1,1,149,49,100,0.3288590604026846,5.68125,2.91875,59.0625,60.21875,46.65624999999999,43.70624999999999,32.6,0.8
Ivan Liutarevich,91.0,196.0,1996-02-20,,1,1,158,62,96,0.3924050632911392,6.3428571428571425,6.828571428571429,54.2,67.3,45.8,45.6,32.971428571428575,0.9071428571428573
Marvin Moeller,69.0,178.0,1999-01-18,,1,1,153,89,64,0.5816993464052288,4.230555555555555,5.050000000000001,59.25,66.64999999999999,48.372222222222234,49.497222222222234,40.29999999999999,1.1280555555555551
Marek Jaloviec,72.0,180.0,1994-02-21,,0,1,296,160,136,0.5405405405405406,5.029787234042553,6.1978723404255325,61.08936170212764,65.74680851063827,46.71914893617021,46.87234042553192,35.25106382978722,0.9880851063829789
Joffrey De Schepper,91.0,196.0,1991-09-16,,1,0,148,49,99,0.3310810810810811,7.91875,3.7187499999999996,62.94375000000001,69.64375,43.95,48.531249999999986,36.0125,0.9387500000000001
Ryler DeHeart,79.0,183.0,1984-01-03,2006,0,0,292,165,127,0.565068493150685,7.520338983050847,3.4779661016949155,61.98305084745765,69.40169491525424,51.844067796610155,49.55762711864408,36.07288135593219,1.0679661016949153
Raphael Baltensperger,78.0,185.0,1997-12-18,,1,1,147,65,82,0.4421768707482993,3.314285714285714,8.528571428571428,50.42857142857143,67.68571428571428,46.271428571428565,46.228571428571435,34.55714285714286,0.8785714285714287
Nicolas Meister,77.0,180.0,1989-05-15,,1,1,295,165,130,0.559322033898305,3.956962025316457,3.2481012658227852,60.48481012658228,68.21772151898733,51.422784810126586,50.32911392405064,39.27594936708861,1.2641772151898736
Sanam Singh,67.0,175.0,1988-01-11,,1,1,292,175,117,0.5993150684931506,5.467777777777776,5.790000000000003,57.221111111111085,67.63444444444445,48.71777777777776,49.58555555555559,39.6511111111111,1.0878888888888885
Maxime Mora,73.0,183.0,1997-03-26,,1,1,165,72,93,0.43636363636363634,2.0875,3.625,55.77499999999999,62.0,43.975,48.275000000000006,42.387499999999996,0.93625
Darren Cahill,84.0,185.0,1965-10-02,,1,0,291,156,135,0.5360824742268041,4.897142857142858,3.22,59.382857142857134,71.13428571428571,50.55714285714285,50.997142857142855,39.25142857142856,1.1354285714285717
Christoffer Solberg,70.0,175.0,1994-02-01,,1,1,145,48,97,0.3310344827586207,1.98,5.1,65.98,68.52000000000001,44.42,47.81999999999999,34.440000000000005,1.384
Caio Silva,81.0,180.0,1991-10-15,,1,1,288,119,169,0.4131944444444444,2.0181818181818185,4.136363636363637,72.48181818181818,61.90909090909092,46.10909090909091,46.3909090909091,34.554545454545455,0.9754545454545455
Patrick Kypson,83.0,188.0,1999-10-28,,1,1,166,96,70,0.5783132530120482,6.862711864406779,3.0559322033898297,61.51525423728813,69.54067796610168,53.01525423728814,50.103389830508476,36.827118644067795,1.0532203389830508
Alberto Barroso Campos,72.0,178.0,1996-06-04,,1,1,159,79,80,0.4968553459119497,5.70625,2.6812500000000004,58.456250000000004,65.5875,49.512499999999996,48.1875,37.587500000000006,0.9449999999999998
Kazuma Kawachi,66.0,170.0,1994-10-11,,1,1,159,50,109,0.31446540880503143,2.1714285714285713,2.8285714285714287,67.44285714285715,61.142857142857146,45.542857142857144,47.214285714285715,39.67142857142857,1.0257142857142858
Andrei Vasilevski,81.0,185.0,1991-05-28,2009,1,1,284,128,156,0.4507042253521127,10.47924528301887,5.062264150943396,57.09056603773585,74.3188679245283,50.97547169811321,49.25094339622642,34.40188679245283,1.0728301886792455
Brian Baker,77.0,191.0,1985-04-30,2003,1,1,274,163,111,0.5948905109489051,5.991150442477875,4.77787610619469,62.262831858407125,69.55575221238936,49.55929203539824,50.21946902654868,38.344247787610605,1.1175221238938058
Ugo Blanchet,68.0,175.0,1999-01-05,,1,1,167,89,78,0.5329341317365269,6.381481481481482,5.629629629629629,48.59259259259258,73.08888888888889,52.11481481481482,50.577777777777776,38.629629629629626,1.145925925925926
Sagadat Ayap,77.0,193.0,1995-05-25,,1,1,142,30,112,0.2112676056338028,1.9499999999999997,5.966666666666666,62.12777777777777,56.488888888888894,38.58888888888888,40.53888888888889,30.272222222222226,0.6038888888888889
Conner Huertas del Pino,86.0,188.0,1995-12-20,,1,1,159,77,82,0.48427672955974843,5.0666666666666655,3.556666666666667,65.14,66.73666666666666,49.74666666666667,50.13999999999999,39.22666666666666,1.1343333333333336
Igor Zelenay,88.0,198.0,1982-10-02,,1,1,280,150,130,0.5357142857142857,10.793333333333333,5.286666666666667,62.33999999999999,72.92666666666666,49.086666666666666,49.14666666666666,35.63999999999999,1.0973333333333335
Andre Begemann,90.0,188.0,1984-07-12,2008,1,1,279,161,118,0.5770609318996416,8.063793103448276,7.640517241379311,60.213793103448296,71.81034482758619,47.008620689655174,48.61293103448275,34.63103448275862,0.989568965517241
Kenneth Raisma,82.0,193.0,1998-04-03,,0,1,141,73,68,0.5177304964539007,3.4625,6.4875,62.2125,64.325,48.925,50.15,40.662499999999994,1.1012499999999998
Miguel Semmler,64.0,180.0,1997-05-02,,1,1,278,131,147,0.4712230215827338,2.2666666666666666,6.083333333333333,63.81666666666666,58.75,36.06666666666667,43.53333333333333,37.4,0.7683333333333332
Milos Sekulic,73.0,178.0,1989-11-04,2008,1,1,278,117,161,0.420863309352518,3.0730769230769233,4.388461538461538,55.67307692307691,68.36153846153846,46.619230769230775,50.065384615384616,40.85384615384615,1.0957692307692306
Reda El Amrani,82.0,185.0,1988-05-19,,1,1,280,166,114,0.5928571428571429,6.473750000000001,9.397499999999994,57.073750000000004,70.75750000000002,44.27750000000002,49.24125000000001,39.31000000000002,1.0432500000000002
Broderick Dyke,85.0,180.0,1960-12-31,1982,0,1,209,83,126,0.39712918660287083,2.9333333333333336,6.516666666666667,58.48333333333333,61.449999999999996,44.73333333333334,43.25,31.649999999999995,0.725
George Von Massow,90.0,198.0,1990-03-21,,1,1,272,122,150,0.4485294117647059,9.50625,3.5,59.7125,73.4,47.98437499999999,50.85937500000001,38.425,1.2993750000000004
Francesco Picco,70.0,178.0,1991-01-01,,1,1,262,137,125,0.5229007633587787,3.5285714285714285,4.6000000000000005,59.68571428571429,59.028571428571425,39.15714285714286,44.58571428571428,37.34285714285715,0.7685714285714287
Benjamin Pietri,78.0,183.0,1996-07-31,,1,0,142,57,85,0.4014084507042254,4.7,3.4,65.03333333333335,60.06666666666666,53.93333333333333,44.20000000000001,30.53333333333333,0.8033333333333333
Brandon Holt,82.0,185.0,1998-04-06,2020,1,1,152,93,59,0.6118421052631579,6.722413793103448,2.106896551724138,63.87931034482759,66.63103448275862,50.18275862068968,49.487931034482756,38.736206896551714,1.1305172413793103
Dante Gennaro,88.0,188.0,1993-05-14,,1,0,270,102,168,0.37777777777777777,2.4800000000000004,5.08,64.14,63.08,48.78000000000001,47.02,34.67,0.836
Filip Duda,77.0,185.0,1998-09-30,,1,1,140,61,79,0.4357142857142857,3.9,3.9,60.8,58.1,35.0,35.9,19.5,0.38
Ken Onishi,67.0,170.0,1996-02-18,,1,1,133,46,87,0.3458646616541353,3.375,2.6999999999999997,64.01666666666667,63.10833333333333,44.96666666666666,46.525,36.425000000000004,0.8741666666666666
Ilija Vucic,78.0,188.0,1990-10-17,,1,1,262,113,149,0.4312977099236641,5.1,5.447619047619047,55.14761904761905,67.76666666666668,49.94761904761905,49.77142857142857,38.95238095238095,1.0590476190476188
Jordi Arconada,74.0,180.0,1996-09-06,,1,1,130,66,64,0.5076923076923077,3.85,5.677272727272727,57.92272727272728,64.62272727272726,48.19545454545455,45.78181818181818,33.60454545454545,0.8413636363636363
Omar Salman,74.0,180.0,1996-04-22,,1,1,259,135,124,0.5212355212355212,5.452941176470589,4.417647058823529,60.5235294117647,70.72941176470589,47.03529411764706,49.2,36.72941176470587,1.2776470588235296
Michiel De Krom,80.0,183.0,1998-06-27,,1,1,142,62,80,0.43661971830985913,0.55,4.85,64.9,56.85,39.95,43.9,36.8,0.755
Karol Drzewiecki,88.0,191.0,1995-11-01,,1,1,136,49,87,0.3602941176470588,7.9,6.059259259259259,62.040740740740745,66.96666666666665,42.0,44.56296296296296,30.09259259259259,0.7433333333333335
Maxime Tabatruong,72.0,180.0,1989-09-24,,1,1,255,144,111,0.5647058823529412,5.852173913043477,4.093478260869565,55.84565217391305,68.19347826086955,49.74565217391305,48.5195652173913,37.060869565217395,0.966086956521739
Chu Huan Yi,70.0,178.0,1987-08-31,2005,0,0,257,128,129,0.4980544747081712,9.978260869565219,10.204347826086957,56.34782608695653,75.78695652173913,47.87826086956521,47.02173913043478,28.47826086956522,0.863478260869565
Fernando Yamacita,78.0,185.0,1997-10-01,,1,1,142,50,92,0.352112676056338,2.2500000000000004,6.614285714285716,53.97142857142857,60.67142857142858,43.278571428571425,45.35714285714285,38.50714285714286,0.9114285714285714
Rishab Agarwal,70.0,175.0,1995-12-05,,1,1,143,61,82,0.42657342657342656,4.1,1.0,62.2,72.1,43.2,44.9,25.0,0.64
Ugo Nastasi,80.0,185.0,1993-04-16,,1,1,124,50,74,0.4032258064516129,2.8333333333333335,10.166666666666668,52.550000000000004,60.70000000000001,44.5,40.55,26.516666666666662,0.6166666666666667
Franjo Raspudic,83.0,188.0,1990-11-15,,1,1,256,107,149,0.41796875,6.8199999999999985,7.540000000000001,54.1,68.47999999999999,40.1,44.76,34.2,0.772
Thomas Statzberger,80.0,183.0,1992-09-27,,1,0,253,122,131,0.48221343873517786,4.822222222222222,2.5555555555555554,63.44444444444444,69.74444444444445,48.86666666666666,49.18888888888889,36.32222222222222,1.0422222222222222
Chandril Sood,66.0,165.0,1991-02-20,,1,1,125,41,84,0.328,3.314285714285714,8.028571428571428,52.84285714285715,64.3,38.957142857142856,43.800000000000004,35.57142857142858,0.8742857142857142
Suraj R Prabodh,79.0,188.0,1995-01-08,,1,0,126,40,86,0.31746031746031744,3.1062499999999997,3.0625,60.69375,58.20625,42.63125,41.94375,32.131249999999994,0.728125
Yusuke Watanuki,64.0,168.0,1990-05-20,,1,1,250,117,133,0.468,5.875,4.332142857142857,54.6357142857143,68.17857142857143,49.37857142857144,47.17857142857143,35.08571428571428,0.9096428571428575
Dimitri Poliakov,75.0,183.0,1968-01-19,1989,1,1,233,116,117,0.4978540772532189,2.8464788732394366,3.6718309859154927,59.230985915492965,63.99859154929578,47.48028169014084,48.987323943661984,40.523943661971835,1.0361971830985912
Michael Look,73.0,188.0,1987-11-24,,1,1,249,135,114,0.5421686746987951,7.224137931034484,3.7310344827586213,62.11724137931034,69.0758620689655,49.41724137931034,49.09310344827586,36.03448275862068,1.0141379310344827
Purav Raja,90.0,183.0,1985-12-07,2005,1,1,123,42,81,0.34146341463414637,10.489473684210527,8.8,48.57894736842105,66.11052631578947,43.22105263157895,43.44210526315789,31.447368421052637,0.726842105263158
Sander Groen,85.0,191.0,1968-06-16,1989,0,1,105,38,67,0.3619047619047619,6.172727272727272,6.118181818181818,62.31818181818183,68.53636363636365,42.35454545454546,47.3,35.21818181818182,0.9136363636363636
Alastair Gray,83.0,193.0,1998-06-22,,1,0,144,85,59,0.5902777777777778,7.647058823529412,4.864705882352942,61.541176470588226,71.14117647058823,47.44705882352942,48.48823529411764,34.36764705882352,0.9726470588235299
Marcus Daniell,78.0,191.0,1989-11-09,2008,1,1,244,112,132,0.45901639344262296,5.78,5.384000000000001,65.57600000000001,64.916,43.303999999999995,46.60800000000002,34.992,0.8764000000000002
Antonio Sancic,82.0,180.0,1988-11-23,2008,1,1,242,113,129,0.4669421487603306,10.71627906976744,5.925581395348838,56.204651162790704,71.07674418604651,46.70697674418606,47.80232558139535,34.69069767441861,0.9737209302325576
Martin Wostenholme,75.0,183.0,1962-10-11,,1,1,196,79,117,0.4030612244897959,2.6214285714285714,3.564285714285714,68.37857142857142,63.371428571428574,44.10714285714285,48.914285714285725,40.69285714285714,1.0171428571428571
Jean Marc Werner,78.0,183.0,1990-06-21,,1,1,238,116,122,0.48739495798319327,1.45,5.6000000000000005,64.3,64.35,56.8,53.8,45.9,1.39
Lucas Poullain,68.0,175.0,1995-12-05,,1,1,127,72,55,0.5669291338582677,3.3199999999999994,2.7800000000000002,61.21999999999999,61.519999999999996,53.32000000000001,47.599999999999994,38.9,0.942
Isak Arvidsson,79.0,188.0,1992-08-06,,1,1,242,132,110,0.5454545454545454,8.591111111111113,4.657777777777778,60.66888888888889,69.74444444444447,49.29333333333333,48.81777777777776,36.18444444444445,1.0382222222222224
Scott Lipsky,86.0,185.0,1981-08-14,2003,1,1,238,114,124,0.4789915966386555,7.466666666666666,4.829166666666667,59.15833333333333,65.70833333333333,48.0375,45.37916666666666,29.891666666666666,0.8270833333333333
Isaiah Strode,75.0,183.0,1997-09-15,,1,1,119,52,67,0.4369747899159664,3.9142857142857146,6.928571428571429,48.92857142857143,71.78571428571429,50.142857142857146,51.11428571428571,42.5,1.1600000000000001
Bowen Ouyang,76.0,185.0,1992-05-19,,0,1,233,87,146,0.37339055793991416,9.262962962962963,2.992592592592592,61.85555555555556,67.63703703703703,48.90370370370369,46.57777777777778,32.14074074074074,0.8714814814814815
Diego Matos,86.0,191.0,1988-04-27,,1,1,236,86,150,0.3644067796610169,8.5,7.566666666666666,61.23333333333333,57.300000000000004,41.93333333333333,37.93333333333333,20.866666666666667,0.45999999999999996
Bob Bryan,88.0,193.0,1978-04-29,1998,0,0,196,116,80,0.5918367346938775,9.570370370370371,3.2203703703703717,62.10925925925925,72.08518518518518,51.15185185185183,48.04259259259258,31.78333333333333,0.9837037037037036
Yibing Wu,80.0,183.0,1999-10-14,2017,1,1,131,81,50,0.6183206106870229,5.717777777777778,2.9577777777777783,62.92555555555554,69.18666666666661,52.80000000000002,51.03333333333337,38.80555555555556,1.1604444444444446
Tucker Vorster,90.0,196.0,1988-09-03,,1,1,233,147,86,0.630901287553648,8.167567567567568,3.72972972972973,64.46486486486488,69.36756756756755,51.2888888888889,47.881081081081064,32.281081081081076,1.021891891891892
Ivan Sabanov,75.0,178.0,1992-06-25,2010,1,0,118,33,85,0.2796610169491525,2.1476190476190475,7.590476190476191,65.94285714285714,56.24285714285716,38.55714285714286,42.728571428571435,34.75714285714285,0.7295238095238096
Scott Puodziunas,95.0,198.0,1989-11-09,,1,1,118,35,83,0.2966101694915254,5.708333333333333,4.075,68.48333333333333,66.27499999999999,48.262499999999996,48.74166666666667,36.37916666666667,1.0729166666666665
Maciej Smola,95.0,193.0,1993-03-24,,1,1,235,84,151,0.3574468085106383,8.799999999999999,8.855555555555556,51.17777777777778,73.03333333333335,41.77777777777778,45.46666666666667,31.311111111111106,0.7955555555555555
Jared Hiltzik,79.0,185.0,1994-07-08,,1,1,234,119,115,0.5085470085470085,10.085576923076921,3.5451923076923078,58.9346153846154,73.78846153846153,46.697115384615394,49.94326923076922,37.57115384615384,1.1109615384615383
Harrison Adams,73.0,183.0,1994-05-25,,1,1,118,56,62,0.4745762711864407,6.608333333333333,7.949999999999998,56.74166666666667,73.75833333333334,48.18333333333334,51.80833333333334,40.39166666666667,1.1558333333333335
Mate Pavic,83.0,191.0,1993-07-04,2011,0,1,232,122,110,0.5258620689655172,9.029333333333337,3.765333333333334,63.38266666666664,68.26266666666668,46.39999999999999,48.19466666666666,35.529333333333355,0.9509333333333333
Tyler Hochwalt,83.0,193.0,1989-02-05,,1,1,227,82,145,0.36123348017621143,6.218750000000001,5.7375,60.06250000000001,68.49374999999999,44.4,46.99375,33.1,0.8768749999999998
